Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-npnb,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,target,A,B,C,E,F,ShowProgressBar,D
16,1621240462910,17/05/2021 08:34:22,1621240463713,10,17/05/2021 18:34:23,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,449.62600000000384,,,,,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1621240474112,17/05/2021 08:34:34,1621240474910,10,17/05/2021 18:34:34,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_button_image,11151.705000011134,,,ICAR50_E.png,1,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1621240474565,17/05/2021 08:34:34,1621240475353,10,17/05/2021 18:34:35,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,449.69800000000396,,,,,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1621240500709,17/05/2021 08:35:00,1621240501509,10,17/05/2021 18:35:01,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone2,response_button_image,26133.67000001017,,,ICAR53_F.png,1,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1621240501146,17/05/2021 08:35:01,1621240501948,10,17/05/2021 18:35:01,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,449.6239999999816,,,,,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1621240514707,17/05/2021 08:35:14,1621240515505,10,17/05/2021 18:35:15,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone2,response_button_image,13505.65999999526,,,ICAR54_F.png,1,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1621240515144,17/05/2021 08:35:15,1621240515936,10,17/05/2021 18:35:15,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,449.5570000000007,,,,,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1621240519001,17/05/2021 08:35:19,1621240519796,10,17/05/2021 18:35:19,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone2,response_button_image,3829.635000001872,,,ICAR55_F.png,1,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1621240519426,17/05/2021 08:35:19,1621240520231,10,17/05/2021 18:35:20,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,449.6229999999923,,,,,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1621240526918,17/05/2021 08:35:26,1621240527723,10,17/05/2021 18:35:27,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_button_image,7470.564999995986,,,ICAR56_E.png,1,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1621240527361,17/05/2021 08:35:27,1621240528158,10,17/05/2021 18:35:28,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,449.6460000000079,,,,,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1621240529347,17/05/2021 08:35:29,1621240530120,10,17/05/2021 18:35:30,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,1942.460000005667,,,,,0,1,0,,,,,,end,,,,,,,,,
28,1621240529706,17/05/2021 08:35:29,1621240530127,10,17/05/2021 18:35:30,52673,2,task-mowt,,12724146,603102437a7927fc580e5f57,3840644,,complete,,60a2295791191177493b04bb,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1280x720,1280x587,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,,,END TASK,,,,,193773,,,,,0,1,0,,,,,,,,,,,,,,,
1,1621241039406,17/05/2021 08:43:59,1621241039289,10,17/05/2021 18:43:59,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1621241064008,17/05/2021 08:44:24,1621241063999,10,17/05/2021 18:44:23,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,22681.849999993574,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1621241064446,17/05/2021 08:44:24,1621241064436,10,17/05/2021 18:44:24,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,444.5089999999982,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1621241082454,17/05/2021 08:44:42,1621241082446,10,17/05/2021 18:44:42,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonD,response_button_image,17997.60000000242,,,ICAR43_D.png,1,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1621241083176,17/05/2021 08:44:43,1621241082885,10,17/05/2021 18:44:42,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,444.39400000000023,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1621241084655,17/05/2021 08:44:44,1621241084609,10,17/05/2021 18:44:44,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,1721.845000050962,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1621241118608,17/05/2021 08:45:18,1621241118612,10,17/05/2021 18:45:18,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonC,response_button_image,33979.31000002427,,,ICAR44_C.png,1,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1621241119063,17/05/2021 08:45:19,1621241119054,10,17/05/2021 18:45:19,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,444.4210000000021,,,,,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1621241139950,17/05/2021 08:45:39,1621241139937,10,17/05/2021 18:45:39,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_button_image,20858.164999983273,,,ICAR45_E.png,1,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1621241140753,17/05/2021 08:45:40,1621241140379,10,17/05/2021 18:45:40,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,444.33000000000175,,,,,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1621241186673,17/05/2021 08:46:26,1621241186682,10,17/05/2021 18:46:26,52673,2,task-mowt,,12724320,609918ee5b1c64f42e94c0fe,3842104,,complete,,60a22ac71ca60ffc31017d9a,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.128,1920x1080,1920x947,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonB,response_button_image,46286.59999999218,,,ICAR46_B.png,1,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
